ADT FN25/2022,,,Notification received date,,,,,,,,,,,,,,,,,,,,
,,,State or Territory,,,,,,,,Totals for Australia,,,,Historical 90 Day Period,,,,Historical Yearly Period,,,,
,Listeriosis,018, -   , 1 , -   , -   , -   , -   , -   , -   , 1 , 5 , 1 , 84 , 22 , 13.0 , 1.7 , 5.0 , 85 , 57.6 , 1.5 , -   ,
,Paratyphoid,080, -   , -   , -   , 1 , 1 , -   , 1 , -   , 3 , 1 , -   , 46 , 10 , 11.6 , 0.9 , -   , 46 , 63.2 , 0.7 , -   ,
,Salmonellosis,030, -   , 135 , 23 , 109 , 21 , 9 , 79 , 53 , 429 , 392 , 458 ," 9,792 "," 2,341 "," 2,825.2 ", 0.8 , -   ," 10,360 "," 13,771.6 ", 0.8 , -   ,
,Shigellosis,031, -   , 18 , 9 , 10 , 3 , -   , 13 , 10 , 63 , 80 , 22 ," 1,263 ", 468 , 447.4 , 1.0 , -   ," 1,292 "," 1,915.0 ", 0.7 , -   ,
,"STEC""""",054, -   , 6 , -   , 3 , 11 , -   , 7 , 9 , 36 , 30 , 38 , 787 , 230 , 152.0 , 1.5 , 29.4 , 838 , 581.0 , 1.4 , 130.9 ,
,Typhoid Fever,035, -   , 2 , -   , 1 , 1 , -   , 2 , 1 , 7 , 9 , 1 , 158 , 40 , 21.4 , 1.9 , -   , 159 , 127.4 , 1.2 , -   ,
Listed Human diseases,Avian influenza in humans (AIH),076, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,COVID-19#,081," 5,403 "," 79,562 "," 1,500 "," 338,876 "," 21,818 "," 8,269 "," 52,802 "," 24,181 ","532411"," 451,202 "," 20,962 "," 9,960,682 "," 1,356,937 "," 30,963.6 ", 43.8 ," 1,189,090.9 "," 10,170,791 "," 46,160.2 ", 220.3 ," 9,947,956.8 ",
,Middle East respiratory syndrome coronavirus (MERS-CoV),079, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Plague,025, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Severe acute respiratory syndrome (SARS),071, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Smallpox,069, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Viral haemorrhagic fever (NEC),036, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Yellow fever,041, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
Sexually transmissible infections,Chlamydial infection,007, -   ," 1,103 ", 59 , 970 , 218 , 38 , 836 , 458 ," 3,682 "," 3,936 "," 3,455 "," 89,019 "," 24,757 "," 23,906.0 ", 1.0 , -   ," 92,737 "," 98,857.0 ", 0.9 , -   ,
,Donovanosis,010, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Gonococcal infection,011, -   , 373 , 45 , 300 , 72 , 9 , 357 , 136 ," 1,292 "," 1,423 ", 951 ," 31,780 "," 8,472 "," 7,082.6 ", 1.2 , -   ," 33,031 "," 30,237.8 ", 1.1 , -   ,
,Syphilis < 2 years,066, -   , 58 , 13 , 27 , 19 , -   , 65 , 22 , 204 , 252 , 211 ," 5,720 "," 1,587 "," 1,346.2 ", 1.2 , -   ," 5,951 "," 5,276.6 ", 1.1 , -   ,
,Syphilis > 2 years or unspecified duration,067, -   , 9 , 2 , 1 , 1 , -   , 51 , 7 , 71 , 68 , 86 ," 2,175 ", 519 , 534.0 , 1.0 , -   ," 2,248 "," 2,205.8 ", 1.0 , -   ,
,Syphilis congenital ,047, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 13 , 6 , 2.6 , 2.3 , 1.1 , 14 , 10.4 , 1.3 , -   ,
Vaccine preventable diseases,Diphtheria,009, -   , -   , -   , 1 , -   , -   , -   , -   , 1 , 1 , -   , 32 , 6 , 2.4 , 2.5 , 1.3 , 32 , 8.8 , 3.6 , 18.4 ,
,Haemophilus influenzae type b,012, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 12 , 2 , 5.0 , 0.4 , -   , 13 , 19.4 , 0.7 , -   ,
,Measles,021, -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , 6 , 4 , 28.0 , 0.1 , -   , 6 , 101.4 , 0.1 , -   ,
,Meningococcal disease (invasive),022, -   , 4 , -   , -   , -   , -   , 1 , 1 , 6 , 6 , 3 , 115 , 37 , 60.4 , 0.6 , -   , 120 , 210.2 , 0.6 , -   ,
,Mumps,043, -   , 6 , -   , -   , 1 , -   , -   , -   , 7 , 4 , 1 , 42 , 21 , 69.8 , 0.3 , -   , 42 , 367.0 , 0.1 , -   ,
,Pneumococcal disease (invasive),065, -   , 16 , 1 , 12 , 6 , 1 , 17 , 7 , 60 , 77 , 33 ," 1,777 ", 504 , 442.8 , 1.1 , -   ," 1,833 "," 1,738.6 ", 1.1 , -   ,
,Poliovirus infection,026, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Rotavirus,077, -   , 267 , 4 , 166 , 8 , 5 , 115 , 16 , 581 , 442 , 213 ," 5,529 "," 3,285 "," 1,736.6 ", 1.9 , -   ," 5,851 "," 4,158.4 ", 1.4 , -   ,
,Rubella,029, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , 1.2 , -   , -   , 3 , 9.0 , 0.3 , -   ,
,Rubella congenital,046, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Tetanus,033, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 0.8 , -   , -   , 1 , 4.2 , 0.2 , -   ,
,Varicella zoster (chickenpox),073, -   , NN , 1 , 3 , 15 , -   , 24 , 15 , 58 , 69 , 84 ," 1,380 ", 431 ," 1,016.2 ", 0.4 , -   ," 1,470 "," 3,484.8 ", 0.4 , -   ,
,Varicella zoster (shingles),074, -   , NN , 9 , 15 , 91 , 1 , 57 , 91 , 264 , 254 , 422 ," 7,695 "," 1,901 "," 3,398.0 ", 0.6 , -   ," 8,139 "," 13,275.6 ", 0.6 , -   ,
,Varicella zoster (unspecified),075, -   , NN , 1 , 396 , 44 , 22 , 342 , 117 , 922 , 943 , 916 ," 19,741 "," 5,706 "," 3,853.4 ", 1.5 , -   ," 20,883 "," 14,930.2 ", 1.4 , -   ,
Respiratory diseases,Influenza (laboratory confirmed),062, 32 , 558 , 11 , 475 , 134 , 8 , 229 , 161 ," 1608 "," 1094 ", 32 ," 230,175 "," 6,249 "," 25,029.2 ", 0.2 , -   ," 230,238 "," 129,646.2 ", 1.8 , -   ,
,Legionellosis,015, -   , 9 , 1 , 7 , 3 , 4 , 7 , 1 , 32 , 35 , 38 , 639 , 183 , 137.2 , 1.3 , 0.9 , 669 , 472.2 , 1.4 , 52.0 ,
,Pertussis,024, -   , 3 , -   , 3 , -   , -   , 12 , 2 , 20 , 19 , 24 , 459 , 111 ," 2,225.4 ", 0.0 , -   , 475 ," 8,499.4 ", 0.1 , -   ,
,RSV,083, 9 , 324 , 60 , 191 , 225 , 12 , 176 ," 1,325 "," 2,322 "," 1,360 ", 229 ," 87,096 "," 18,404 ", 129.8 , 141.8 ," 17,693.7 "," 87,560 ", 203.0 , 431.3 ," 86,449.2 ",
,Tuberculosis,034, -   , 18 , -   , 8 , -   , -   , 15 , 8 , 49 , 69 , 58 ," 1,187 ", 354 , 401.8 , 0.9 , -   ," 1,262 "," 1,518.2 ", 0.8 , -   ,
Vectorborne diseases,Barmah Forest virus infection,048, -   , 5 , -   , 4 , -   , -   , 1 , 4 , 14 , 12 , 24 , 310 , 86 , 83.4 , 1.0 , -   , 327 , 428.0 , 0.8 , -   ,
,Chikungunya virus infection,078, -   , 1 , -   , -   , -   , -   , -   , 2 , 3 , 1 , -   , 29 , 10 , 14.2 , 0.7 , -   , 30 , 55.4 , 0.5 , -   ,
,Dengue virus infection,003, -   , 9 , 1 , 4 , 6 , -   , -   , 6 , 26 , 23 , 1 , 378 , 194 , 161.6 , 1.2 , -   , 379 , 775.8 , 0.5 , -   ,
,Flavivirus infection (unspecified),001, -   , -   , -   , 2 , -   , -   , -   , -   , 2 , -   , -   , 4 , 3 , 2.4 , 1.3 , -   , 4 , 10.8 , 0.4 , -   ,
,Japanese encephalitis virus infection**,059, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 36 , -   , -   , -   , - , 36 , -   , -   , - ,
,Malaria,020, -   , 3 , -   , 1 , -   , -   , -   , 2 , 6 , 15 , 7 , 169 , 54 , 67.2 , 0.8 , -   , 175 , 277.4 , 0.6 , -   ,
,Murray Valley encephalitis virus infection,049, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   ,  , -   , 1 , 0.4 , 2.5 , -   ,
,Ross River virus infection,002, -   , 19 , 6 , 36 , 2 , -   , 8 , 3 , 74 , 59 , 60 ," 2,812 ", 324 , 492.6 , 0.7 , -   ," 2,897 "," 4,634.8 ", 0.6 , -   ,
,West Nile/Kunjin virus infection,060, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 0.2 , -   , -   , -   , 1.4 , -   , -   ,
Zoonoses,Anthrax,058, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Australian bat lyssavirus infection,063, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Brucellosis,004, -   , -   , -   , 2 , -   , -   , -   , -   , 2 , -   , -   , 14 , 6 , 3.6 , 1.7 , -   , 15 , 19.0 , 0.8 , -   ,
,Leptospirosis,017, -   , 3 , -   , 1 , -   , -   , 2 , 1 , 7 , 5 , 5 , 176 , 38 , 19.8 , 1.9 , 5.4 , 181 , 161.8 , 1.1 , -   ,
,Lyssavirus infection (NEC),064, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Monkeypox virus (MPXV) infection++,084, -   , -   , -   , 1 , -   , -   , -   , -   , 1 , 2 , -   , 144 , 13 , -   ,  , 13.0 , 144 , -   ,  , 144.0 ,
,Ornithosis,023, -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , 29 , 10 , 10.8 , 0.9 , -   , 36 , 30.8 , 1.2 , -   ,
,Q fever,027, -   , 3 , -   , 9 , -   , -   , -   , 1 , 13 , 27 , 26 , 435 , 116 , 125.6 , 0.9 , -   , 461 , 517.0 , 0.9 , -   ,
,Rabies,028, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Tularaemia,070, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , 0.4 , -   , -   ,
Other notifiable diseases,iGAS,082, -   , 19 , 5 , 18 , 3 , -   , 17 , 11 , 73 , 67 , 18 , 987 , 397 , 22.6 , 17.6 , 274.4 ," 1,021 ", 40.2 , 25.4 , 807.7 ,
,Leprosy,016, -   , -   , -   , -   , -   , -   , -   , 1 , 1 , 1 , -   , 6 , 4 , 3.2 , 1.3 , -   , 6 , 9.4 , 0.6 , -   ,
,,," 5,444 "," 83,296 "," 1,772 "," 342,249 "," 22,899 "," 8,452 "," 55,785 "," 26,899 "," 546,796 "," 464,449 "," 30,913 "," 10,515,171 "," 1,449,655 ",,,," 10,736,899 ",,,,
"Footnotes:                    
* Ratio of the 90 day prior surveillance period to the past 90 day 5 year rolling mean, or ratio of the year period prior surveillance period to the year period 5 year rolling mean.                   
NN = Not Notifiable, NEC = Not Elsewhere Classified",,,,,,,,,,,,,,,,,,,,,,,
"** Japanese encephalitis virus (JEV) cases are reported separately on the JEV outbreak webpage, accessible at: https://www.health.gov.au/health-alerts/japanese-encephalitis-virus-jev/about ",,,,,,,,,,,,,,,,,,,,,,,
"++ On 1 June 2022, 'monkeypox virus infection' was listed for a period of 6 months on the National Notifiable Diseases List (NNDL) under the provisions of the National Health Security Act 2007. During the 6 month period a formal review will be undertaken to determine whether to list 'monkeypox virus infection' permanently on the NNDL.",,,,,,,,,,,,,,,,,,,,,,,
"The data in this report are reliant on the provision of data from states and territories to the Australian Government Department of Health. Backlogs in notifications at the state or territory level may contribute to delays in reporting to the NNDSS. Notifications for some high volume conditions are only uploaded quarterly by some jurisdictions, which can result in apparent large variability over time. The NNDSS is a dynamic dataset, with data in this report representing data available on (19/12/2022). Data in this report are subject to retrospective revision and may vary from data reported in published NNDSS reports and reports of notification data by states and territories.",,,,,,,,,,,,,,,,,,,,,,,
""""" Please note that changes in laboratory testing protocols in some states are influencing case ascertainment.",,,,,,,,,,,,,,,,,,,,,,,
^^ ACT are not currently transmitting data due to transition to new notifiable system,,,,,,,,,,,,,,,,,,,,,,,
# QLD COVID notifications are affected by historic RAT notifications being loaded and sent to NNDSS. This affect will disappear once all historic RATs are loaded,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
