ADT FN24/2022,,,Notification received date,,,,,,,,,,,,,,,,,,,,
,,,State or Territory,,,,,,,,Totals for Australia,,,,Historical 90 Day Period,,,,Historical Yearly Period,,,,
,Plague,025, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Severe acute respiratory syndrome (SARS),071, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Smallpox,069, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Viral haemorrhagic fever (NEC),036, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Yellow fever,041, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
Sexually transmissible infections,Chlamydial infection,007, -   ," 1,156 ", 97 ," 1,010 ", 228 , 80 , 842 , 482 ," 3,895 "," 3,832 "," 3,735 "," 85,343 "," 24,858 "," 23,687.8 ", 1.0 , -   ," 92,518 "," 98,989.8 ", 0.9 , -   ,
,Donovanosis,010, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Gonococcal infection,011, -   , 405 , 70 , 285 , 71 , 13 , 394 , 168 ," 1,406 "," 1,251 "," 1,041 "," 30,392 "," 8,581 "," 7,067.8 ", 1.2 , -   ," 32,594 "," 30,265.6 ", 1.1 , -   ,
,Syphilis < 2 years,066, -   , 53 , 10 , 47 , 12 , -   , 67 , 35 , 224 , 230 , 246 ," 5,493 "," 1,621 "," 1,340.8 ", 1.2 , 21.1 ," 5,935 "," 5,263.0 ", 1.1 , -   ,
,Syphilis > 2 years or unspecified duration,067, -   , 5 , -   , 3 , 1 , -   , 32 , 10 , 51 , 68 , 96 ," 2,031 ", 496 , 537.8 , 0.9 , -   ," 2,188 "," 2,207.8 ", 1.0 , -   ,
,Syphilis congenital ,047, -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 13 , 6 , 2.6 , 2.3 , -   , 15 , 10.2 , 1.5 , -   ,
Vaccine preventable diseases,Diphtheria,009, -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 31 , 6 , 2.2 , 2.7 , 2.1 , 31 , 8.8 , 3.5 , 17.2 ,
,Haemophilus influenzae type b,012, -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 12 , 2 , 4.2 , 0.5 , -   , 13 , 20.0 , 0.7 , -   ,
,Measles,021, -   , -   , -   , -   , -   , -   , 3 , -   , 3 , -   , -   , 6 , 5 , 27.8 , 0.2 , -   , 6 , 102.4 , 0.1 , -   ,
,Meningococcal disease (invasive),022, -   , 2 , -   , 2 , -   , 1 , -   , 1 , 6 , 7 , 5 , 109 , 37 , 63.4 , 0.6 , -   , 117 , 210.8 , 0.6 , -   ,
,Mumps,043, -   , 2 , -   , 1 , -   , -   , -   , -   , 3 , 1 , -   , 34 , 15 , 75.8 , 0.2 , -   , 35 , 370.4 , 0.1 , -   ,
,Pneumococcal disease (invasive),065, -   , 16 , 1 , 12 , 6 , 3 , 28 , 8 , 74 , 92 , 39 ," 1,714 ", 549 , 487.0 , 1.1 , -   ," 1,803 "," 1,743.6 ", 1.0 , -   ,
,Poliovirus infection,026, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Rotavirus,077, -   , 138 , 1 , 144 , 17 , 4 , 108 , 20 , 432 , 473 , 240 ," 4,936 "," 3,133 "," 1,730.4 ", 1.8 , -   ," 5,471 "," 4,137.6 ", 1.3 , -   ,
,Rubella,029, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , 1 , 1.4 , 0.7 , -   , 3 , 9.0 , 0.3 , -   ,
,Rubella congenital,046, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Tetanus,033, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 1.0 , -   , -   , 1 , 4.2 , 0.2 , -   ,
,Varicella zoster (chickenpox),073, -   , NN , 2 , 2 , 14 , 5 , 18 , 25 , 66 , 76 , 78 ," 1,317 ", 442 ," 1,016.8 ", 0.4 , -   ," 1,491 "," 3,507.6 ", 0.4 , -   ,
,Varicella zoster (shingles),074, -   , NN , 10 , 22 , 61 , 9 , 52 , 78 , 232 , 301 , 398 ," 7,387 "," 1,917 "," 3,332.4 ", 0.6 , -   ," 8,253 "," 13,254.2 ", 0.6 , -   ,
,Varicella zoster (unspecified),075, -   , NN , 6 , 411 , 49 , 22 , 365 , 112 , 965 , 889 , 915 ," 18,701 "," 5,677 "," 3,867.0 ", 1.5 , -   ," 20,759 "," 14,886.6 ", 1.4 , -   ,
Respiratory diseases,Influenza (laboratory confirmed),062, 28 , 382 , 4 , 313 , 80 , 11 , 130 , 144 ," 1092 ", "827" , 30 ," 228,454 "," 10,174 "," 38,453.8 ", 0.3 , -   ," 228,549 "," 129,940.8 ", 1.8 , -   ,
,Legionellosis,015, -   , 10 , -   , 2 , 5 , 1 , 11 , 2 , 31 , 38 , 43 , 602 , 162 , 123.6 , 1.3 , 1.5 , 670 , 469.2 , 1.4 , 56.9 ,
,Pertussis,024, -   , 5 , 1 , 4 , 3 , -   , 6 , -   , 19 , 18 , 20 , 439 , 116 ," 2,141.0 ", 0.1 , -   , 479 ," 8,675.4 ", 0.1 , -   ,
,RSV,083, 3 , 387 , 43 , 220 , 261 , 49 , 187 , 204 ," 1,354 "," 1,626 ", 74 ," 83,152 "," 22,525 ", 101.8 , 221.3 ," 21,967.9 "," 83,845 ", 158.0 , 530.7 ," 82,980.4 ",
,Tuberculosis,034, -   , 35 , 1 , 12 , -   , 2 , 13 , 4 , 67 , 49 , 77 ," 1,132 ", 352 , 396.4 , 0.9 , -   ," 1,265 "," 1,517.8 ", 0.8 , -   ,
Vectorborne diseases,Barmah Forest virus infection,048, -   , 4 , -   , 6 , -   , -   , -   , 1 , 11 , 17 , 16 , 295 , 81 , 83.2 , 1.0 , -   , 336 , 427.4 , 0.8 , -   ,
,Chikungunya virus infection,078, -   , 1 , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , 25 , 8 , 14.0 , 0.6 , -   , 26 , 56.8 , 0.5 , -   ,
,Dengue virus infection,003, -   , 9 , -   , 6 , 3 , -   , -   , 4 , 22 , 31 , 3 , 350 , 184 , 151.0 , 1.2 , -   , 352 , 788.0 , 0.4 , -   ,
,Flavivirus infection (unspecified),001, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , 1 , 1.8 , 0.6 , -   , 2 , 11.6 , 0.2 , -   ,
,Japanese encephalitis virus infection**,059, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , - , -   , -   , -   , - ,
,Malaria,020, -   , 6 , -   , 4 , 1 , -   , -   , 4 , 15 , 8 , 3 , 163 , 61 , 61.6 , 1.0 , -   , 176 , 279.6 , 0.6 , -   ,
,Murray Valley encephalitis virus infection,049, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   ,  , -   , 1 , 0.4 , 2.5 , -   ,
,Ross River virus infection,002, -   , 21 , -   , 20 , 5 , 1 , 6 , 3 , 56 , 71 , 41 ," 2,732 ", 284 , 479.8 , 0.6 , -   ," 2,877 "," 4,648.6 ", 0.6 , -   ,
,West Nile/Kunjin virus infection,060, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , 1.4 , -   , -   ,
Zoonoses,Anthrax,058, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Australian bat lyssavirus infection,063, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Brucellosis,004, -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 12 , 6 , 3.8 , 1.6 , -   , 13 , 19.2 , 0.7 , -   ,
,Leptospirosis,017, -   , 1 , -   , 3 , -   , -   , -   , -   , 4 , 4 , 3 , 163 , 26 , 19.2 , 1.4 , -   , 173 , 161.4 , 1.1 , -   ,
,Lyssavirus infection (NEC),064, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Monkeypox virus (MPXV) infection++,084, -   , 1 , -   , -   , -   , -   , 1 , -   , 2 , 1 , -   , 143 , 22 , -   ,  , 22.0 , 143 , -   ,  , 143.0 ,
,Ornithosis,023, -   , 2 , -   , -   , -   , -   , -   , -   , 2 , -   , 1 , 29 , 11 , 10.8 , 1.0 , -   , 36 , 31.4 , 1.1 , -   ,
,Q fever,027, -   , 9 , -   , 15 , -   , -   , -   , -   , 24 , 22 , 19 , 416 , 119 , 117.8 , 1.0 , -   , 468 , 518.2 , 0.9 , -   ,
,Rabies,028, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , -   ,  , -   ,
,Tularaemia,070, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  , -   , -   , 0.4 , -   , -   ,
Other notifiable diseases,iGAS,082, -   , 15 , 4 , 15 , 1 , -   , 18 , 15 , 68 , 52 , 28 , 915 , 399 , 21.8 , 18.3 , 280.8 , 967 , 36.2 , 26.7 , 775.6 ,
,Leprosy,016, -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , 5 , 3 , 3.0 , 1.0 , -   , 5 , 9.4 , 0.5 , -   ,
,,," 3,472 "," 66,553 "," 1,184 "," 295,948 "," 20,182 "," 5,679 "," 49,278 "," 22,287 "," 464,583 "," 154,847 "," 28,733 "," 9,960,971 "," 1,030,426 ",,,," 10,213,543 ",,,,
"Footnotes:                    
* Ratio of the 90 day prior surveillance period to the past 90 day 5 year rolling mean, or ratio of the year period prior surveillance period to the year period 5 year rolling mean.                   
NN = Not Notifiable, NEC = Not Elsewhere Classified",,,,,,,,,,,,,,,,,,,,,,,
"** Japanese encephalitis virus (JEV) cases are reported separately on the JEV outbreak webpage, accessible at: https://www.health.gov.au/health-alerts/japanese-encephalitis-virus-jev/about ",,,,,,,,,,,,,,,,,,,,,,,
"++ On 1 June 2022, 'monkeypox virus infection' was listed for a period of 6 months on the National Notifiable Diseases List (NNDL) under the provisions of the National Health Security Act 2007. During the 6 month period a formal review will be undertaken to determine whether to list 'monkeypox virus infection' permanently on the NNDL.",,,,,,,,,,,,,,,,,,,,,,,
"The data in this report are reliant on the provision of data from states and territories to the Australian Government Department of Health. Backlogs in notifications at the state or territory level may contribute to delays in reporting to the NNDSS. Notifications for some high volume conditions are only uploaded quarterly by some jurisdictions, which can result in apparent large variability over time. The NNDSS is a dynamic dataset, with data in this report representing data available on (21/11/2022). Data in this report are subject to retrospective revision and may vary from data reported in published NNDSS reports and reports of notification data by states and territories.",,,,,,,,,,,,,,,,,,,,,,,
""""" Please note that changes in laboratory testing protocols in some states are influencing case ascertainment.",,,,,,,,,,,,,,,,,,,,,,,
^^ ACT are not currently transmitting data due to transition to new notifiable system,,,,,,,,,,,,,,,,,,,,,,,
# QLD COVID notifications are affected by historic RAT notifications being loaded and sent to NNDSS. This affect will disappear once all historic RATs are loaded,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
